file,filename,method_directory,method,C,run,code_family,group_path,n_records,n_steps,final_index,final_selection_rule,final_distance,final_score,final_ler,final_ler_std,best_index,best_distance,best_score,best_ler,best_ler_std,best_ler_index,runtime_seconds,runtime_source,beam_width,score_gamma,score_max_weight,score_max_top,logical_max_comb_order,precision_budget,total_runtime,code,ler,ler_std,target_distance,hit_target
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run4.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run4.hdf5,greedy,greedy,0,4,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_141412",1490,50,1375,final_best marker,9.0,11143209999.999996,0.00318,0.0001780426718287,1489,9.0,11143209999.999996,0.00318,0.0001780426718287,1375,789.82,run-group total_runtime attribute,1,0.1,18,10,10,100000,789.82,"[[625,25]]",0.00318,0.0001780426718287,9.0,True
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run5.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run5.hdf5,greedy,greedy,0,5,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_142723",2361,51,475,final_best marker,8.0,18272100999.99999,0.00349,0.0001864900715466,2325,8.0,18272100999.99999,0.00349,0.0001864900715466,475,928.93,run-group total_runtime attribute,1,0.1,18,10,10,100000,928.93,"[[625,25]]",0.00349,0.0001864900715466,9.0,False
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run6.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run6.hdf5,greedy,greedy,0,6,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_144254",2087,50,2011,final_best marker,9.0,9282000099.999996,0.00343,0.0001848856209306,2086,9.0,9282000099.999996,0.00343,0.0001848856209306,2011,1091.74,run-group total_runtime attribute,1,0.1,18,10,10,100000,1091.74,"[[625,25]]",0.00343,0.0001848856209306,9.0,True
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run7.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run7.hdf5,greedy,greedy,0,7,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_150107",2343,51,327,final_best marker,8.0,18272100999.99999,0.00367,0.0001912215381612,2306,8.0,18272100999.99999,0.00367,0.0001912215381612,327,922.33,run-group total_runtime attribute,1,0.1,18,10,10,100000,922.33,"[[625,25]]",0.00367,0.0001912215381612,9.0,False
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run8.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run8.hdf5,greedy,greedy,0,8,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_151652",562,48,435,final_best marker,9.0,11143209999.999996,0.00276,0.0001659038855512,561,9.0,11143209999.999996,0.00276,0.0001659038855512,435,730.93,run-group total_runtime attribute,1,0.1,18,10,10,100000,730.93,"[[625,25]]",0.00276,0.0001659038855512,9.0,True
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run9.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run9.hdf5,greedy,greedy,0,9,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_152905",2560,51,1009,final_best marker,8.0,18272100999.99999,0.00331,0.0001816336117234,2520,8.0,18272100999.99999,0.00331,0.0001816336117234,1009,977.87,run-group total_runtime attribute,1,0.1,18,10,10,100000,977.87,"[[625,25]]",0.00331,0.0001816336117234,9.0,False
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run10.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run10.hdf5,greedy,greedy,0,10,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_151859",2230,51,895,final_best marker,8.0,18272100999.99999,0.00374,0.0001930297816528,2186,8.0,18272100999.99999,0.00374,0.0001930297816528,895,669.11,run-group total_runtime attribute,1,0.1,18,10,10,100000,669.11,"[[625,25]]",0.00374,0.0001930297816528,9.0,False
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run1.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run1.hdf5,beam,beam,1,1,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_133920",6522,51,5985,final_best marker,11.0,106540183.99999996,0.00159,0.0001259955465434,6515,11.0,106540183.99999996,0.00159,0.0001259955465434,5985,4583.71,run-group total_runtime attribute,5,0.1,18,10,10,100000,4583.71,"[[1225,49]]",0.00159,0.0001259955465434,11.0,True
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run2.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run2.hdf5,beam,beam,1,2,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_145556",6726,51,3433,final_best marker,11.0,142804765.99999994,0.00184,0.0001355224249461,3433,11.0,142804765.99999994,0.00184,0.0001355224249461,3433,4995.22,run-group total_runtime attribute,5,0.1,18,10,10,100000,4995.22,"[[1225,49]]",0.00184,0.0001355224249461,11.0,True
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run3.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run3.hdf5,beam,beam,1,3,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_161914",6756,51,5499,final_best marker,10.0,197511184.99999997,0.00188,0.0001369848299938,6731,10.0,197511184.99999997,0.00188,0.0001369848299938,5499,3264.34,run-group total_runtime attribute,5,0.1,18,10,10,100000,3264.34,"[[1225,49]]",0.00188,0.0001369848299938,11.0,False
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run4.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run4.hdf5,beam,beam,1,4,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_171341",4349,51,4265,final_best marker,11.0,148756369.99999994,0.00161,0.0001267842251322,4324,11.0,148756369.99999994,0.00161,0.0001267842251322,4265,3301.89,run-group total_runtime attribute,5,0.1,18,10,10,100000,3301.89,"[[1225,49]]",0.00161,0.0001267842251322,11.0,True
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run5.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run5.hdf5,beam,beam,1,5,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_180917",7147,51,5543,final_best marker,10.0,212488984.99999997,0.00161,0.0001267842251322,4162,10.0,208656911.99999997,0.00161,0.0001267842251322,5543,2771.63,run-group total_runtime attribute,5,0.1,18,10,10,100000,2771.63,"[[1225,49]]",0.00161,0.0001267842251322,11.0,False
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run6.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run6.hdf5,beam,beam,1,6,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_185532",6752,51,5540,final_best marker,10.0,192005002.99999997,0.00214,0.0001461315077051,6290,10.0,192005002.99999997,0.00214,0.0001461315077051,5540,3076.11,run-group total_runtime attribute,5,0.1,18,10,10,100000,3076.11,"[[1225,49]]",0.00214,0.0001461315077051,11.0,False
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run7.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run7.hdf5,beam,beam,1,7,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_194710",3812,47,3759,final_best marker,11.0,157458081.99999994,0.00148,0.0001215658002171,3807,11.0,146626016.99999994,0.00148,0.0001215658002171,3759,2220.55,run-group total_runtime attribute,5,0.1,18,10,10,100000,2220.55,"[[1225,49]]",0.00148,0.0001215658002171,11.0,True
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run8.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run8.hdf5,beam,beam,1,8,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_202413",5909,51,5548,final_best marker,11.0,136025076.99999994,0.00161,0.0001267842251322,5548,11.0,136025076.99999994,0.00161,0.0001267842251322,5548,2980.39,run-group total_runtime attribute,5,0.1,18,10,10,100000,2980.39,"[[1225,49]]",0.00161,0.0001267842251322,11.0,True
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run9.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run9.hdf5,beam,beam,1,9,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_211355",6614,51,3079,final_best marker,11.0,140842714.99999994,0.00166,0.0001287346485065,3079,11.0,140842714.99999994,0.00166,0.0001287346485065,3079,2966.41,run-group total_runtime attribute,5,0.1,18,10,10,100000,2966.41,"[[1225,49]]",0.00166,0.0001287346485065,11.0,True
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run10.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run10.hdf5,beam,beam,1,10,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_144035",4700,50,4688,final_best marker,11.0,135139403.99999994,0.0017,0.0001302738258926,4696,11.0,135139403.99999994,0.0017,0.0001302738258926,4688,2324.09,run-group total_runtime attribute,5,0.1,18,10,10,100000,2324.09,"[[1225,49]]",0.0017,0.0001302738258926,11.0,True
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run1.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run1.hdf5,greedy,greedy,1,1,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_133711",2507,51,1236,final_best marker,10.0,345422210.9999999,0.00168,0.0001295065392921,1087,10.0,249362609.99999988,0.00168,0.0001295065392921,1236,703.48,run-group total_runtime attribute,1,0.1,18,10,10,100000,703.48,"[[1225,49]]",0.00168,0.0001295065392921,11.0,False
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run2.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run2.hdf5,greedy,greedy,1,2,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_134857",847,41,842,final_best marker,11.0,185811383.99999997,0.00161,0.0001267842251322,838,11.0,165407583.99999994,0.00161,0.0001267842251322,842,1049.88,run-group total_runtime attribute,1,0.1,18,10,10,100000,1049.88,"[[1225,49]]",0.00161,0.0001267842251322,11.0,True
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run3.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run3.hdf5,greedy,greedy,1,3,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_140640",1051,51,682,final_best marker,10.0,343342072.9999999,0.0017,0.0001302738258926,692,10.0,286791184.9999999,0.0017,0.0001302738258926,682,863.37,run-group total_runtime attribute,1,0.1,18,10,10,100000,863.37,"[[1225,49]]",0.0017,0.0001302738258926,11.0,False
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run4.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run4.hdf5,greedy,greedy,1,4,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_142105",1373,51,1348,final_best marker,10.0,222307537.99999997,0.00181,0.0001344151021061,1348,10.0,222307537.99999997,0.00181,0.0001344151021061,1348,1167.18,run-group total_runtime attribute,1,0.1,18,10,10,100000,1167.18,"[[1225,49]]",0.00181,0.0001344151021061,11.0,False
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run5.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run5.hdf5,greedy,greedy,1,5,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_144046",1456,51,734,final_best marker,10.0,249025240.9999999,0.00184,0.0001355224249461,792,10.0,249025240.9999999,0.00184,0.0001355224249461,734,1210.29,run-group total_runtime attribute,1,0.1,18,10,10,100000,1210.29,"[[1225,49]]",0.00184,0.0001355224249461,11.0,False
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run6.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run6.hdf5,greedy,greedy,1,6,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_150106",1027,50,1013,final_best marker,11.0,172082955.99999994,0.00186,0.0001362556041265,1013,11.0,172082955.99999994,0.00186,0.0001362556041265,1013,1062.79,run-group total_runtime attribute,1,0.1,18,10,10,100000,1062.79,"[[1225,49]]",0.00186,0.0001362556041265,11.0,True
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run7.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run7.hdf5,greedy,greedy,1,7,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_151851",1375,51,1194,final_best marker,10.0,220418982.99999997,0.00169,0.0001298907530045,1194,10.0,220418982.99999997,0.00169,0.0001298907530045,1194,857.63,run-group total_runtime attribute,1,0.1,18,10,10,100000,857.63,"[[1225,49]]",0.00169,0.0001298907530045,11.0,False
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run8.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run8.hdf5,greedy,greedy,1,8,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_153310",1057,50,1042,final_best marker,11.0,120635081.99999996,0.00169,0.0001298907530045,1046,11.0,120635081.99999996,0.00169,0.0001298907530045,1042,1194.03,run-group total_runtime attribute,1,0.1,18,10,10,100000,1194.03,"[[1225,49]]",0.00169,0.0001298907530045,11.0,True
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run9.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run9.hdf5,greedy,greedy,1,9,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_155306",1170,51,1151,final_best marker,10.0,228531360.99999997,0.00169,0.0001298907530045,1152,10.0,228531360.99999997,0.00169,0.0001298907530045,1151,1001.7,run-group total_runtime attribute,1,0.1,18,10,10,100000,1001.7,"[[1225,49]]",0.00169,0.0001298907530045,11.0,False
