filename,filepath,hdf5_group,method,C,run,code_family,selected_row_idx,final_distance,reeval_budget,reeval_completed_runs,reeval_failures,reeval_ler,reeval_ler_std,reeval_runtime_seconds,reeval_status,reeval_early_stopped,reeval_selection_policy,reeval_state_sha256,reeval_selected_flag,final_best_flag,search_runtime_seconds,stored_best_distance,stored_best_ler,stored_best_ler_std,target_distance,hit_target_distance
logical_guided_beam_absolute_score_gamma01_slack1_C0_run1.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run1.hdf5,"/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_133912",beam,0,1,"[[625,25]]",1337,9,5000000,5000000,16498,0.0032996,2.5646494097956775e-05,1924.6812720298767,complete,False,distance_then_ler,a6638b0b8e4497ac470100d774505b2ec789d52f90dbb9cf0d54399692937661,True,True,3706.99,9.0,0.00302,0.00017351973112868433,9,True
logical_guided_beam_absolute_score_gamma01_slack1_C0_run2.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run2.hdf5,"/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_144101",beam,0,2,"[[625,25]]",2459,9,5000000,5000000,19626,0.0039252,2.796352476680548e-05,2318.418798685074,complete,False,distance_then_ler,b80e94561eb81893bd106b25a11192c77e164a16519fdc7fc34ce66895d762ba,True,True,4123.58,9.0,0.00363,0.00019018042140537723,9,True
logical_guided_beam_absolute_score_gamma01_slack1_C0_run3.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run3.hdf5,"/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_154946",beam,0,3,"[[625,25]]",1159,9,5000000,5000000,24643,0.0049286,3.131871607490312e-05,1845.4984550476074,complete,False,distance_then_ler,9e3d086d1a973808cda444d6a1ad60c1488d57422a205f113f7df522f0eb85a3,True,True,3377.89,9.0,0.00476,0.0002176554564879488,9,True
logical_guided_beam_absolute_score_gamma01_slack1_C0_run4.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run4.hdf5,"/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_164606",beam,0,4,"[[625,25]]",7907,9,5000000,5000000,16952,0.0033904,2.599579144254382e-05,1699.1071774959564,complete,False,distance_then_ler,843859c64f9255782f87b8737534a55321c795aa0445025d2d4f35256599752b,True,True,2879.3,9.0,0.00318,0.00017804267182877794,9,True
logical_guided_beam_absolute_score_gamma01_slack1_C0_run5.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run5.hdf5,"/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_173408",beam,0,5,"[[625,25]]",1146,9,5000000,5000000,16058,0.0032116,2.5303305182119008e-05,1846.1409091949463,complete,False,distance_then_ler,85fd63fed24ac573ca35efc683aa95de8e5ef71aa410611f9dbefafcd657c8c4,True,True,3040.15,9.0,0.00306,0.00017466158440450108,9,True
logical_guided_beam_absolute_score_gamma01_slack1_C0_run6.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run6.hdf5,"/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_182450",beam,0,6,"[[625,25]]",1186,8,5000000,5000000,18919,0.0037838,2.745717979493423e-05,1679.4195947647095,complete,False,distance_then_ler,de22cf93411916b9d7021358e65d4f5b5ebc48284be2b978501384953ceb4385,True,True,2590.74,8.0,0.00357,0.0001886078119513274,9,False
logical_guided_beam_absolute_score_gamma01_slack1_C0_run7.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run7.hdf5,"/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_190803",beam,0,7,"[[625,25]]",1564,9,5000000,5000000,20006,0.0040012,2.8231865668418867e-05,1241.7925951480865,complete,False,distance_then_ler,b59d33983a257f5b9a20f36e6c982375e1076ecb9bde9268bbabd5fbbb0b776b,True,True,2574.91,9.0,0.00356,0.00018834441519776304,9,True
logical_guided_beam_absolute_score_gamma01_slack1_C0_run8.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run8.hdf5,"/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_195100",beam,0,8,"[[625,25]]",2719,9,5000000,5000000,16376,0.0032752,2.555180509417971e-05,1208.2354760169983,complete,False,distance_then_ler,342270eed69e76debff7c04f1cfaa1d963ce2a14691a0bf1959e57aa1404f1c9,True,True,2257.94,9.0,0.00334,0.00018245212217940594,9,True
logical_guided_beam_absolute_score_gamma01_slack1_C0_run9.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run9.hdf5,"/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_202840",beam,0,9,"[[625,25]]",3304,9,5000000,5000000,21149,0.0042298,2.902381654552663e-05,1556.160394668579,complete,False,distance_then_ler,0c283e5378581909f438adc2caa5cc4027b0fae2c76738264600888df512aede,True,True,2626.22,9.0,0.00407,0.0002013324522961052,9,True
logical_guided_beam_absolute_score_gamma01_slack1_C0_run10.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run10.hdf5,"/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_144044",beam,0,10,"[[625,25]]",1151,9,5000000,5000000,16845,0.003369,2.5913897856285926e-05,1386.9086079597473,complete,False,distance_then_ler,ad1c7924c3533ca0c64712d4a11182564a544d13c64d723696071a841653cdc8,True,True,2065.08,9.0,0.0032,0.00017859988516006885,9,True
logical_guided_greedy_absolute_score_gamma01_slack1_C1_run1.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run1.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_133711",greedy,1,1,"[[1225,49]]",1236,10,5000000,5000000,10149,0.0020298,2.0127992036445482e-05,4706.2303676605225,complete,False,distance_then_ler,bda8f6325e897cd07ae8fc34e812cac3c3a389965e5cdce9ae088bcf65eb6ccd,True,True,703.48,10.0,0.00168,0.0001295065392921809,11,False
logical_guided_greedy_absolute_score_gamma01_slack1_C1_run2.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run2.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_134857",greedy,1,2,"[[1225,49]]",842,11,5000000,5000000,9442,0.0018884,1.941563453718093e-05,6119.173572540283,complete,False,distance_then_ler,e00bcc31a3dacfbc14b6537263e6a74ece2f94ebb19e214f9dbd340ea6ffd60a,True,True,1049.88,11.0,0.00161,0.00012678422513229877,11,True
logical_guided_greedy_absolute_score_gamma01_slack1_C1_run3.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run3.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_140640",greedy,1,3,"[[1225,49]]",682,10,5000000,5000000,9747,0.0019494,1.9726125969181304e-05,4144.83157491684,complete,False,distance_then_ler,3a9270d2c7d44ab722a62c76ebb488ea3e6fd97404734a904aae8a30e6f292cd,True,True,863.37,10.0,0.0017,0.00013027382589260637,11,False
logical_guided_greedy_absolute_score_gamma01_slack1_C1_run4.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run4.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_142105",greedy,1,4,"[[1225,49]]",1348,10,5000000,5000000,9828,0.0019656,1.9807760140850663e-05,4793.577718734741,complete,False,distance_then_ler,783fcced78dfbb0cde34b2cd59252edd634e617215c9ec79a766e10309f8c55c,True,True,1167.18,10.0,0.00181,0.00013441510210611285,11,False
logical_guided_greedy_absolute_score_gamma01_slack1_C1_run5.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run5.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_144046",greedy,1,5,"[[1225,49]]",734,10,5000000,5000000,10364,0.0020728,2.033963575809942e-05,3573.882582426071,complete,False,distance_then_ler,176ea3a3489f2d3557d5f4b00d9e0200c2b7cb7f04ec198ec94143fbff788141,True,True,1210.29,10.0,0.00184,0.00013552242494611964,11,False
logical_guided_greedy_absolute_score_gamma01_slack1_C1_run6.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run6.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_150106",greedy,1,6,"[[1225,49]]",1013,11,5000000,5000000,8821,0.0017642,1.8767460939496263e-05,4570.3330950737,complete,False,distance_then_ler,0966b9c94ddbbe465aafdf1ce75b2603d4cc14b38850db07ce7e2affcdfd619b,True,True,1062.79,11.0,0.00186,0.00013625560412656998,11,True
logical_guided_greedy_absolute_score_gamma01_slack1_C1_run7.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run7.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_151851",greedy,1,7,"[[1225,49]]",1194,10,5000000,5000000,9638,0.0019276,1.9615732170974136e-05,3992.6077177524567,complete,False,distance_then_ler,d052b41a45899d960fdfc79dbaa4b5c151e49eae3db05950cd885f7fde578c7e,True,True,857.63,10.0,0.00169,0.00012989075300450436,11,False
logical_guided_greedy_absolute_score_gamma01_slack1_C1_run8.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run8.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_153310",greedy,1,8,"[[1225,49]]",1042,11,5000000,5000000,10131,0.0020262,2.0110171147849455e-05,4378.6071565151215,complete,False,distance_then_ler,7d06e37df8eca56b91358384cdf581c0b5f1860c0cb0c0110eeb75307c7da991,True,True,1194.03,11.0,0.00169,0.00012989075300450436,11,True
logical_guided_greedy_absolute_score_gamma01_slack1_C1_run9.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run9.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_155306",greedy,1,9,"[[1225,49]]",1151,10,5000000,5000000,9742,0.0019484,1.972107566214797e-05,4566.732546329498,complete,False,distance_then_ler,dd6f50740c9f08e0ddf02fe721dd0356d50cbcb13cf071208b5fbe7a88789c11,True,True,1001.7,10.0,0.00169,0.00012989075300450436,11,False
logical_guided_greedy_absolute_score_gamma01_slack1_C1_run10.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run10.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_151910",greedy,1,10,"[[1225,49]]",1073,10,5000000,5000000,9464,0.0018928,1.943819788974038e-05,3648.71569275856,complete,False,distance_then_ler,6d00cf2cfcba762ddd34db699e8587f5a25e82b79c04c229b2612f85cebfb444,True,True,822.8,10.0,0.00166,0.00012873464850652,11,False
logical_guided_beam_absolute_score_gamma01_slack1_C1_run1.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run1.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_133920",beam,1,1,"[[1225,49]]",5985,11,5000000,5000000,8552,0.0017104,1.8479582643203687e-05,6392.018069267273,complete,False,distance_then_ler,fc3268c653da978c2ff557e63f4bd8f5b983db5448d64490ebc1c69f6d54c6a9,True,True,4583.71,11.0,0.00159,0.0001259955465434294,11,True
logical_guided_beam_absolute_score_gamma01_slack1_C1_run2.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run2.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_145556",beam,1,2,"[[1225,49]]",3433,11,5000000,5000000,9408,0.0018816,1.9380711839620293e-05,4335.300576448441,complete,False,distance_then_ler,190875464d66a9bb6056661476909a429948e834cee7ec8537de1c7e61bb4249,True,True,4995.22,11.0,0.00184,0.00013552242494611964,11,True
logical_guided_beam_absolute_score_gamma01_slack1_C1_run3.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run3.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_161914",beam,1,3,"[[1225,49]]",5499,10,5000000,5000000,10206,0.0020412,2.0184320201417642e-05,4167.626520872116,complete,False,distance_then_ler,7c5e5718a300dea19826f61aaeeecf66c9fb74712c609fc62908aaf08456b2aa,True,True,3264.34,10.0,0.00188,0.00013698482999382257,11,False
logical_guided_beam_absolute_score_gamma01_slack1_C1_run4.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run4.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_171341",beam,1,4,"[[1225,49]]",4265,11,5000000,5000000,9136,0.0018272,1.9099014136506318e-05,4428.126636981964,complete,False,distance_then_ler,e70d5d17b19faa53e267f94a5e2e4dd7e4e6c0e020f3701fcecc42eae35f5def,True,True,3301.89,11.0,0.00161,0.00012678422513229877,11,True
logical_guided_beam_absolute_score_gamma01_slack1_C1_run5.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run5.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_180917",beam,1,5,"[[1225,49]]",5543,10,5000000,5000000,8713,0.0017426,1.865241910934203e-05,3868.506030321121,complete,False,distance_then_ler,0bb982c7835ff8e53696dd1430657e283677d17e99292457a86d25afbc12cf44,True,True,2771.63,10.0,0.00161,0.00012678422513229877,11,False
logical_guided_beam_absolute_score_gamma01_slack1_C1_run6.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run6.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_185532",beam,1,6,"[[1225,49]]",5540,10,5000000,5000000,10875,0.002175,2.0833961740648185e-05,4292.575526237488,complete,False,distance_then_ler,93bbddbffc370495b047baeadb731088025870c9273c48bd0e05c1488df66711,True,True,3076.11,10.0,0.00214,0.00014613150770513333,11,False
logical_guided_beam_absolute_score_gamma01_slack1_C1_run7.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run7.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_194710",beam,1,7,"[[1225,49]]",3759,11,5000000,5000000,7979,0.0015958,1.7850791248629558e-05,3921.407580137253,complete,False,distance_then_ler,3531849fd05ddbcb50927982262b9715009d86fcf493570746de050c493d3391,True,True,2220.55,11.0,0.00148,0.0001215658002171574,11,True
logical_guided_beam_absolute_score_gamma01_slack1_C1_run8.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run8.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_202413",beam,1,8,"[[1225,49]]",5548,11,5000000,5000000,7741,0.0015482,1.7582965540094064e-05,3696.338244199753,complete,False,distance_then_ler,a3c8bfb1137e172117a0eda36c74e99b4c37f472d37293f5e5fdb0d7cb992c18,True,True,2980.39,11.0,0.00161,0.00012678422513229877,11,True
logical_guided_beam_absolute_score_gamma01_slack1_C1_run9.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run9.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_211355",beam,1,9,"[[1225,49]]",3079,11,5000000,5000000,8670,0.001734,1.8606416045002958e-05,3425.6998314857483,complete,False,distance_then_ler,1c73fa97dc2197ed1db77666f371a097bbd0cd2673002ccec05524132ca8e2e3,True,True,2966.41,11.0,0.00166,0.00012873464850652,11,True
logical_guided_beam_absolute_score_gamma01_slack1_C1_run10.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run10.hdf5,"/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_144035",beam,1,10,"[[1225,49]]",4688,11,5000000,5000000,8664,0.0017328,1.8599987903864615e-05,3553.2636380195618,complete,False,distance_then_ler,7077f20c41defae2ac68999ec6d9d3584eaff951d390dd1027021c9624b7524c,True,True,2324.09,11.0,0.0017,0.00013027382589260637,11,True
