distances_classical,distances_Hx,distances_Hz,distances_quantum,logical_error_rates,max_row_weight_H,max_row_weight_HT,k_classical,k_classical_T,k_quantum
10,12,12,12,0.00224,5,3,9,0,81
10,12,12,12,0.00177,5,3,9,0,81
10,12,12,12,0.00208,5,3,9,0,81
10,12,12,12,0.00198,5,3,9,0,81
10,12,12,12,0.00159,5,3,9,0,81
10,12,12,12,0.00191,5,3,9,0,81
10,12,12,12,0.00161,5,3,9,0,81
10,12,12,12,0.0021,5,3,9,0,81
10,12,12,12,0.0014,5,3,9,0,81
10,10,10,10,0.00129,5,3,9,0,81
10,12,12,12,0.00151,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
10,12,12,12,0.00245,5,3,9,0,81
10,12,10,10,0.00143,5,3,9,0,81
8,10,10,10,0.00291,5,3,9,0,81
10,10,10,10,0.00158,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
10,12,12,12,0.00212,5,3,9,0,81
10,10,10,10,0.00171,5,3,9,0,81
10,11,11,11,0.00156,5,3,9,0,81
10,12,12,12,0.00213,5,3,9,0,81
10,12,12,12,0.00129,5,3,9,0,81
10,12,14,12,0.00155,5,3,9,0,81
10,10,10,10,0.0019,5,3,9,0,81
10,10,10,10,0.00145,5,3,9,0,81
10,12,12,12,0.00139,5,3,9,0,81
10,12,12,12,0.00144,5,3,9,0,81
8,12,12,12,0.00478,5,3,9,0,81
10,12,12,12,0.00146,5,3,9,0,81
8,8,8,8,0.00245,5,3,9,0,81
10,10,10,10,0.00146,5,3,9,0,81
10,12,12,12,0.0013,5,3,9,0,81
10,10,10,10,0.00178,5,3,9,0,81
8,10,12,10,0.00246,5,3,9,0,81
8,12,12,12,0.00256,5,3,9,0,81
10,12,12,12,0.00142,5,3,9,0,81
8,12,12,12,0.00215,5,3,9,0,81
10,10,14,10,0.00186,5,3,9,0,81
10,12,12,12,0.00184,5,3,9,0,81
8,10,10,10,0.00245,5,3,9,0,81
10,10,10,10,0.00157,5,3,9,0,81
10,10,12,10,0.00157,5,3,9,0,81
10,10,10,10,0.00159,5,3,9,0,81
10,12,12,12,0.00123,5,3,9,0,81
10,12,12,12,0.00157,5,3,9,0,81
8,8,8,8,0.00275,5,3,9,0,81
10,12,10,10,0.00184,5,3,9,0,81
10,12,12,12,0.00163,5,3,9,0,81
10,12,10,10,0.00188,5,3,9,0,81
8,12,12,12,0.00243,5,3,9,0,81
8,8,8,8,0.00426,5,3,9,0,81
10,10,10,10,0.00148,5,3,9,0,81
8,12,12,12,0.00248,5,3,9,0,81
10,13,13,13,0.00164,5,3,9,0,81
10,12,12,12,0.0017,5,3,9,0,81
8,8,8,8,0.00253,5,3,9,0,81
8,8,8,8,0.00279,5,3,9,0,81
6,14,10,10,0.01104,5,3,9,0,81
10,12,12,12,0.00123,5,3,9,0,81
8,8,8,8,0.00273,5,3,9,0,81
10,12,12,12,0.00128,5,3,9,0,81
10,10,12,10,0.00192,5,3,9,0,81
10,10,12,10,0.00104,5,3,9,0,81
10,12,12,12,0.00151,5,3,9,0,81
7,7,7,7,0.0,5,3,9,0,81
8,8,8,8,0.0044,5,3,9,0,81
10,12,12,12,0.00111,5,3,9,0,81
10,12,12,12,0.00132,5,3,9,0,81
8,8,8,8,0.00263,5,3,9,0,81
10,10,10,10,0.00157,5,3,9,0,81
10,10,10,10,0.00181,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
10,10,10,10,0.00244,5,3,9,0,81
10,12,12,12,0.00154,5,3,9,0,81
8,8,8,8,0.00263,5,3,9,0,81
10,12,12,12,0.00145,5,3,9,0,81
10,14,14,14,0.00162,5,3,9,0,81
10,12,12,12,0.0017,5,3,9,0,81
10,12,12,12,0.00194,5,3,9,0,81
10,10,10,10,0.00152,5,3,9,0,81
8,8,8,8,0.00334,5,3,9,0,81
8,14,14,14,0.00222,5,3,9,0,81
10,10,12,10,0.00146,5,3,9,0,81
10,14,14,14,0.00184,5,3,9,0,81
10,12,12,12,0.00153,5,3,9,0,81
10,12,12,12,0.00137,5,3,9,0,81
10,12,12,12,0.00169,5,3,9,0,81
10,12,10,10,0.00149,5,3,9,0,81
10,12,12,12,0.00194,5,3,9,0,81
8,8,8,8,0.00236,5,3,9,0,81
10,10,12,10,0.00141,5,3,9,0,81
10,12,12,12,0.00132,5,3,9,0,81
8,10,10,10,0.00325,5,3,9,0,81
10,14,12,12,0.00125,5,3,9,0,81
10,14,14,14,0.00195,5,3,9,0,81
6,12,12,12,0.01071,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
8,10,10,10,0.00247,5,3,9,0,81
10,12,12,12,0.00193,5,3,9,0,81
10,12,12,12,0.00191,5,3,9,0,81
4,4,4,4,0.0,5,3,9,0,81
10,12,12,12,0.00143,5,3,9,0,81
10,10,10,10,0.00138,5,3,9,0,81
10,12,12,12,0.00162,5,3,9,0,81
10,12,12,12,0.00201,5,3,9,0,81
10,10,10,10,0.00186,5,3,9,0,81
10,10,10,10,0.00148,5,3,9,0,81
10,12,12,12,0.00175,5,3,9,0,81
10,10,12,10,0.00104,5,3,9,0,81
10,10,10,10,0.00103,5,3,9,0,81
9,12,12,12,0.00128,5,3,9,0,81
10,10,10,10,0.00112,5,3,9,0,81
8,10,10,10,0.00239,5,3,9,0,81
8,8,8,8,0.00383,5,3,9,0,81
8,14,14,14,0.004,5,3,9,0,81
10,10,10,10,0.00153,5,3,9,0,81
10,10,10,10,0.00162,5,3,9,0,81
10,12,12,12,0.00163,5,3,9,0,81
8,12,14,12,0.00337,5,3,9,0,81
10,12,12,12,0.0012,5,3,9,0,81
8,12,12,12,0.00199,5,3,9,0,81
10,10,10,10,0.00163,5,3,9,0,81
10,10,10,10,0.00129,5,3,9,0,81
10,10,12,10,0.00113,5,3,9,0,81
6,12,12,12,0.01087,5,3,9,0,81
10,10,10,10,0.00159,5,3,9,0,81
10,10,10,10,0.00177,5,3,9,0,81
10,12,12,12,0.00115,5,3,9,0,81
10,12,12,12,0.00127,5,3,9,0,81
10,10,10,10,0.00123,5,3,9,0,81
10,12,12,12,0.00132,5,3,9,0,81
8,8,8,8,0.00268,5,3,9,0,81
4,4,4,4,0.0,5,3,9,0,81
8,10,10,10,0.00238,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
2,2,2,2,0.0,5,3,9,0,81
8,8,8,8,0.00256,5,3,9,0,81
8,8,8,8,0.00323,5,3,9,0,81
10,10,10,10,0.0017,5,3,9,0,81
8,12,12,12,0.0026,5,3,9,0,81
8,12,12,12,0.00202,5,3,9,0,81
10,12,12,12,0.00118,5,3,9,0,81
10,11,11,11,0.00113,5,3,9,0,81
8,10,10,10,0.00201,5,3,9,0,81
10,10,10,10,0.00154,4,3,9,0,81
8,8,8,8,0.00289,5,3,9,0,81
10,10,12,10,0.00124,5,3,9,0,81
8,8,8,8,0.00244,5,3,9,0,81
8,8,8,8,0.00243,5,3,9,0,81
8,10,10,10,0.00241,5,3,9,0,81
8,6,13,6,0.0,5,3,9,0,81
9,10,10,10,0.00163,5,3,9,0,81
8,8,7,7,0.0,5,3,9,0,81
10,10,12,10,0.00259,5,3,9,0,81
8,12,12,12,0.00226,5,3,9,0,81
9,11,10,10,0.00222,5,3,9,0,81
5,6,6,6,0.0,5,3,9,0,81
8,10,10,10,0.00246,5,3,9,0,81
10,10,10,10,0.00103,5,3,9,0,81
8,12,12,12,0.00211,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
8,12,12,12,0.00246,5,3,9,0,81
8,10,10,10,0.00334,5,3,9,0,81
10,10,12,10,0.00121,5,3,9,0,81
10,10,12,10,0.00124,5,3,9,0,81
8,12,12,12,0.00232,5,3,9,0,81
10,12,12,12,0.00122,5,3,9,0,81
10,10,10,10,0.00158,5,3,9,0,81
10,10,10,10,0.00111,5,3,9,0,81
10,10,10,10,0.00154,5,3,9,0,81
10,10,12,10,0.00131,5,3,9,0,81
10,14,14,14,0.00123,5,3,9,0,81
10,12,10,10,0.00124,5,3,9,0,81
10,12,12,12,0.00142,5,3,9,0,81
10,12,12,12,0.00147,5,3,9,0,81
10,12,10,10,0.0013,5,3,9,0,81
10,10,10,10,0.00141,5,3,9,0,81
8,12,12,12,0.00205,5,3,9,0,81
10,10,10,10,0.00133,5,3,9,0,81
10,14,14,14,0.00137,5,3,9,0,81
10,12,12,12,0.00129,5,3,9,0,81
12,12,12,12,0.00098,5,3,9,0,81
6,10,10,10,0.01254,5,3,9,0,81
10,10,10,10,0.00146,5,3,9,0,81
10,10,10,10,0.00118,5,3,9,0,81
10,12,10,10,0.00101,5,3,9,0,81
10,12,12,12,0.00128,5,3,9,0,81
6,10,10,10,0.011,5,3,9,0,81
8,12,12,12,0.0033,5,3,9,0,81
10,12,12,12,0.00129,5,3,9,0,81
10,10,10,10,0.00132,5,3,9,0,81
10,12,12,12,0.00144,5,3,9,0,81
8,12,12,12,0.0025,5,3,9,0,81
8,10,10,10,0.00295,5,3,9,0,81
8,12,12,12,0.00218,5,3,9,0,81
10,10,10,10,0.00199,5,3,9,0,81
8,12,12,12,0.00264,5,3,9,0,81
8,10,10,10,0.00195,5,3,9,0,81
10,14,14,14,0.00129,5,3,9,0,81
8,12,12,12,0.00206,5,3,9,0,81
10,10,10,10,0.0015,5,3,9,0,81
10,12,12,12,0.00213,5,3,9,0,81
9,12,12,12,0.00143,5,3,9,0,81
8,12,12,12,0.00212,5,3,9,0,81
8,8,8,8,0.00263,5,3,9,0,81
12,14,14,14,0.00118,5,3,9,0,81
4,4,4,4,0.0,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
12,12,12,12,0.00098,5,3,9,0,81
6,12,12,12,0.0106,5,3,9,0,81
10,12,12,12,0.00139,5,3,9,0,81
8,12,10,10,0.0023,5,3,9,0,81
8,12,12,12,0.00226,5,3,9,0,81
6,12,12,12,0.02086,5,3,9,0,81
10,10,10,10,0.00155,5,3,9,0,81
8,9,7,7,0.0,5,3,9,0,81
10,10,10,10,0.00116,5,3,9,0,81
10,12,12,12,0.00148,5,3,9,0,81
10,12,12,12,0.00158,5,3,9,0,81
8,12,12,12,0.00389,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
12,12,14,12,0.0011,5,3,9,0,81
8,12,8,8,0.00211,5,3,9,0,81
9,9,9,9,0.00116,5,3,9,0,81
8,12,12,12,0.00222,5,3,9,0,81
8,10,10,10,0.00215,5,3,9,0,81
8,12,12,12,0.00352,5,3,9,0,81
10,12,12,12,0.00145,5,3,9,0,81
8,12,12,12,0.0022,5,3,9,0,81
10,10,10,10,0.00141,5,3,9,0,81
8,12,12,12,0.00203,5,3,9,0,81
10,10,10,10,0.00148,5,3,9,0,81
8,8,8,8,0.00348,5,3,9,0,81
8,12,12,12,0.00268,5,3,9,0,81
8,8,8,8,0.00355,5,3,9,0,81
11,12,12,12,0.0013,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
10,10,10,10,0.0014,5,3,9,0,81
8,10,10,10,0.00238,5,3,9,0,81
8,12,12,12,0.0025,5,3,9,0,81
8,10,10,10,0.00226,5,3,9,0,81
8,8,8,8,0.00252,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
10,10,10,10,0.00167,5,3,9,0,81
8,14,14,14,0.00225,5,3,9,0,81
12,12,12,12,0.00119,5,3,9,0,81
10,10,10,10,0.00135,5,3,9,0,81
8,10,12,10,0.0022,5,3,9,0,81
12,12,12,12,0.00113,5,3,9,0,81
8,8,8,8,0.00221,5,3,9,0,81
10,14,14,14,0.00109,5,3,9,0,81
6,12,6,6,0.0,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
11,11,11,11,0.00133,5,3,9,0,81
10,12,10,10,0.00144,5,3,9,0,81
10,12,12,12,0.00118,5,3,9,0,81
8,12,10,10,0.00239,5,3,9,0,81
8,8,8,8,0.00338,5,3,9,0,81
10,14,14,14,0.00109,5,3,9,0,81
9,12,12,12,0.00141,5,3,9,0,81
10,10,10,10,0.00117,5,3,9,0,81
4,10,10,10,0.09397,5,3,9,0,81
7,14,14,14,0.00267,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
8,12,12,12,0.00257,5,3,9,0,81
11,12,10,10,0.00112,5,3,9,0,81
9,11,11,11,0.00116,5,3,9,0,81
10,12,12,12,0.00119,5,3,9,0,81
10,10,10,10,0.00133,5,3,9,0,81
8,8,8,8,0.00207,5,3,9,0,81
10,10,10,10,0.00147,5,3,9,0,81
10,12,12,12,0.00098,5,3,9,0,81
10,14,14,14,0.00092,5,3,9,0,81
10,10,10,10,0.00149,5,3,9,0,81
8,14,14,14,0.00238,5,3,9,0,81
10,12,12,12,0.00105,5,3,9,0,81
8,10,10,10,0.00229,5,3,9,0,81
8,14,14,14,0.00323,5,3,9,0,81
10,12,12,12,0.00127,5,3,9,0,81
10,14,14,14,0.00104,5,3,9,0,81
8,10,10,10,0.00287,5,3,9,0,81
8,10,12,10,0.00244,5,3,9,0,81
7,12,12,12,0.00246,5,3,9,0,81
7,8,8,8,0.00316,5,3,9,0,81
8,14,13,13,0.00285,4,3,9,0,81
10,10,10,10,0.00139,5,3,9,0,81
8,10,12,10,0.00234,5,3,9,0,81
8,10,10,10,0.00269,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
7,14,10,10,0.00259,5,3,9,0,81
10,12,12,12,0.00104,5,3,9,0,81
8,8,8,8,0.00238,5,3,9,0,81
10,12,12,12,0.00096,5,3,9,0,81
9,14,13,13,0.00133,5,3,9,0,81
8,12,12,12,0.0025,5,3,9,0,81
9,14,14,14,0.00133,5,3,9,0,81
9,10,10,10,0.00141,5,3,9,0,81
9,12,12,12,0.00142,5,3,9,0,81
8,12,12,12,0.00267,5,3,9,0,81
10,12,12,12,0.00153,5,3,9,0,81
8,8,8,8,0.003,5,3,9,0,81
9,14,14,14,0.00154,5,3,9,0,81
10,10,10,10,0.0011,5,3,9,0,81
10,14,14,14,0.0011,5,3,9,0,81
10,14,14,14,0.00125,5,3,9,0,81
6,12,12,12,0.01073,5,3,9,0,81
10,14,14,14,0.00156,5,3,9,0,81
9,10,10,10,0.00153,5,3,9,0,81
10,14,14,14,0.00092,5,3,9,0,81
10,12,12,12,0.00114,5,3,9,0,81
10,10,12,10,0.00178,5,3,9,0,81
10,14,14,14,0.00105,5,3,9,0,81
11,12,12,12,0.00105,5,3,9,0,81
8,12,12,12,0.00228,5,3,9,0,81
11,12,14,12,0.00096,5,3,9,0,81
7,10,10,10,0.0024,5,3,9,0,81
10,10,10,10,0.00147,5,3,9,0,81
7,7,7,7,0.0,5,3,9,0,81
8,12,12,12,0.00218,5,3,9,0,81
10,12,12,12,0.00145,5,3,9,0,81
9,12,12,12,0.00123,5,3,9,0,81
7,14,14,14,0.00413,5,3,9,0,81
6,10,10,10,0.01104,5,3,9,0,81
8,12,12,12,0.00264,5,3,9,0,81
8,12,12,12,0.00218,5,3,9,0,81
8,12,10,10,0.00273,5,3,9,0,81
7,8,8,8,0.00353,5,3,9,0,81
10,12,10,10,0.00104,5,3,9,0,81
10,12,12,12,0.00121,5,3,9,0,81
5,10,10,10,0.01317,5,3,9,0,81
10,10,10,10,0.00161,5,3,9,0,81
9,13,13,13,0.0012,5,3,9,0,81
8,10,10,10,0.00234,5,3,9,0,81
10,10,10,10,0.00139,5,3,9,0,81
8,8,8,8,0.003,5,3,9,0,81
8,14,14,14,0.0036,5,3,9,0,81
10,10,10,10,0.00137,5,3,9,0,81
8,10,10,10,0.0022,5,3,9,0,81
10,14,10,10,0.00117,5,3,9,0,81
10,12,12,12,0.00118,5,3,9,0,81
8,8,8,8,0.00424,5,3,9,0,81
8,12,10,10,0.00202,5,3,9,0,81
10,10,10,10,0.00128,5,3,9,0,81
8,12,12,12,0.00228,5,3,9,0,81
10,12,12,12,0.00112,5,3,9,0,81
10,10,10,10,0.00179,5,3,9,0,81
8,12,10,10,0.00218,5,3,9,0,81
8,14,14,14,0.0026,5,3,9,0,81
10,11,11,11,0.00117,5,3,9,0,81
10,12,12,12,0.00149,5,3,9,0,81
9,10,10,10,0.00167,5,3,9,0,81
10,12,10,10,0.00124,5,3,9,0,81
8,8,8,8,0.00372,5,3,9,0,81
10,12,14,12,0.00107,5,3,9,0,81
10,11,11,11,0.00121,5,3,9,0,81
6,14,14,14,0.01069,5,3,9,0,81
6,10,10,10,0.01183,5,3,9,0,81
9,13,12,12,0.00148,5,3,9,0,81
11,12,14,12,0.00096,5,3,9,0,81
10,14,12,12,0.00165,5,3,9,0,81
10,10,10,10,0.00152,5,3,9,0,81
10,12,12,12,0.0011,5,3,9,0,81
8,13,13,13,0.00348,5,3,9,0,81
10,10,12,10,0.00115,5,3,9,0,81
10,12,14,12,0.00105,5,3,9,0,81
11,11,11,11,0.00093,5,3,9,0,81
10,12,14,12,0.00147,5,3,9,0,81
11,12,12,12,0.00106,5,3,9,0,81
10,10,10,10,0.00178,5,3,9,0,81
10,11,11,11,0.00135,5,3,9,0,81
8,10,10,10,0.00195,5,3,9,0,81
10,12,10,10,0.00098,5,3,9,0,81
10,12,12,12,0.00119,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
10,8,14,8,0.00109,5,3,9,0,81
10,10,12,10,0.00136,5,3,9,0,81
8,10,10,10,0.00236,5,3,9,0,81
8,12,12,12,0.00202,5,3,9,0,81
11,12,14,12,0.00096,5,3,9,0,81
8,14,14,14,0.00262,5,3,9,0,81
8,12,12,12,0.00208,5,3,9,0,81
10,10,10,10,0.00121,5,3,9,0,81
9,10,10,10,0.00143,5,3,9,0,81
8,12,8,8,0.0032,5,3,9,0,81
8,10,10,10,0.00261,5,3,9,0,81
10,10,10,10,0.00133,5,3,9,0,81
10,12,12,12,0.00116,5,3,9,0,81
10,12,10,10,0.00118,5,3,9,0,81
8,8,10,8,0.00254,5,3,9,0,81
10,10,12,10,0.00119,5,3,9,0,81
8,11,12,11,0.00234,5,3,9,0,81
10,12,12,12,0.00117,5,3,9,0,81
8,11,11,11,0.00214,5,3,9,0,81
10,12,12,12,0.00119,5,3,9,0,81
8,10,14,10,0.00223,5,3,9,0,81
11,10,11,10,0.00085,5,3,9,0,81
10,14,14,14,0.00121,5,3,9,0,81
11,12,12,12,0.0008,5,3,9,0,81
8,14,14,14,0.00213,5,3,9,0,81
11,12,10,10,0.00078,5,3,9,0,81
6,12,6,6,0.0,5,3,9,0,81
11,12,14,12,0.00094,5,3,9,0,81
11,12,12,12,0.00094,5,3,9,0,81
9,12,12,12,0.00135,5,3,9,0,81
8,12,10,10,0.00221,5,3,9,0,81
10,14,12,12,0.00112,5,3,9,0,81
10,12,12,12,0.00127,5,3,9,0,81
11,12,12,12,0.00106,5,3,9,0,81
11,12,10,10,0.00078,5,3,9,0,81
11,11,11,11,0.0011,5,3,9,0,81
10,10,10,10,0.00121,5,3,9,0,81
8,8,8,8,0.00212,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
10,12,12,12,0.00124,5,3,9,0,81
10,14,14,14,0.00134,5,3,9,0,81
8,8,8,8,0.00166,5,3,9,0,81
8,8,8,8,0.00301,5,3,9,0,81
11,12,12,12,0.00118,5,3,9,0,81
11,12,12,12,0.00113,5,3,9,0,81
10,12,12,12,0.00123,5,3,9,0,81
8,8,12,8,0.00233,5,3,9,0,81
11,12,12,12,0.00113,5,3,9,0,81
9,13,13,13,0.00129,5,3,9,0,81
9,12,12,12,0.0015,5,3,9,0,81
10,12,12,12,0.00077,5,3,9,0,81
8,10,10,10,0.00208,5,3,9,0,81
11,11,11,11,0.00118,5,3,9,0,81
9,10,10,10,0.00163,5,3,9,0,81
8,12,10,10,0.00229,5,3,9,0,81
11,12,12,12,0.00109,5,3,9,0,81
8,8,8,8,0.00229,5,3,9,0,81
10,10,10,10,0.00112,5,3,9,0,81
10,14,14,14,0.00114,5,3,9,0,81
10,12,12,12,0.00079,5,3,9,0,81
9,10,10,10,0.00152,5,3,9,0,81
11,12,12,12,0.00094,5,3,9,0,81
10,12,12,12,0.00117,5,3,9,0,81
11,7,9,7,0.0,5,3,9,0,81
9,12,12,12,0.00108,5,3,9,0,81
10,5,10,5,0.0,5,3,9,0,81
10,12,12,12,0.0011,5,3,9,0,81
10,12,12,12,0.00107,5,3,9,0,81
8,12,12,12,0.00213,5,3,9,0,81
9,12,14,12,0.00103,5,3,9,0,81
8,8,8,8,0.00428,5,3,9,0,81
8,12,12,12,0.00211,5,3,9,0,81
11,12,12,12,0.00115,5,3,9,0,81
10,10,10,10,0.00107,5,3,9,0,81
8,12,8,8,0.00212,5,3,9,0,81
10,10,10,10,0.00122,5,3,9,0,81
10,14,12,12,0.0011,5,3,9,0,81
8,10,11,10,0.00181,5,3,9,0,81
9,9,9,9,0.00147,5,3,9,0,81
10,12,14,12,0.00124,5,3,9,0,81
6,6,6,6,0.0,5,3,9,0,81
10,12,12,12,0.00138,5,3,9,0,81
10,12,12,12,0.00125,5,3,9,0,81
11,11,11,11,0.00093,5,3,9,0,81
